RecordType	TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity	IndexName	IndexType	KeyOrdinal	IsIncluded	IsPrimaryKey	IsUnique
COL	dbo	ELEMENTO_GRUPO_CONSERVACAO	CD_ELEMENTO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	ELEMENTO_GRUPO_CONSERVACAO	CD_ELEMENTO_GRUPO_CONSERVACAO	bigint	8	19	0	NO	YES						
COL	dbo	ELEMENTO_GRUPO_CONSERVACAO	CD_GRUPO_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	ELEMENTO_GRUPO_CONSERVACAO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ELEMENTO_GRUPO_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
IDX	dbo	ELEMENTO_GRUPO_CONSERVACAO	CD_ELEMENTO_GRUPO_CONSERVACAO	bigint	8	19	0	NO	NO	PK_BG_ELEMENTO_GRUPO_CONSERVACAO	CLUSTERED	1	NO	YES	YES
COL	dbo	ELEMENTO_SUB_ELEMENTO_CONSERVACAO	CD_ELEMENTO_CONSERVACAO	smallint	2	5	0	YES	NO						
COL	dbo	ELEMENTO_SUB_ELEMENTO_CONSERVACAO	CD_ELEMENTO_SUB_ELEMENTO_CONSERVACAO	bigint	8	19	0	NO	YES						
COL	dbo	ELEMENTO_SUB_ELEMENTO_CONSERVACAO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ELEMENTO_SUB_ELEMENTO_CONSERVACAO	CD_SUB_ELEMENTO_CONSERVACAO	int	4	10	0	YES	NO						
COL	dbo	ELEMENTO_SUB_ELEMENTO_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
IDX	dbo	ELEMENTO_SUB_ELEMENTO_CONSERVACAO	CD_ELEMENTO_SUB_ELEMENTO_CONSERVACAO	bigint	8	19	0	NO	NO	PK_BG_ELEMENTO_SUB_ELEMENTO_CONSERVACAO	CLUSTERED	1	NO	YES	YES
COL	dbo	ELOGIO	CD_ELOGIO	bigint	8	19	0	NO	YES						
COL	dbo	ELOGIO	CD_FUNCIONARIO	int	4	10	0	NO	NO						
COL	dbo	ELOGIO	CD_OUVIDORIA	int	4	10	0	NO	NO						
COL	dbo	ELOGIO	CD_USUARIO_MANIPULADOR	smallint	2	5	0	NO	NO						
COL	dbo	ELOGIO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
IDX	dbo	ELOGIO	CD_ELOGIO	bigint	8	19	0	NO	NO	PK_BG_ELOGIO	CLUSTERED	1	NO	YES	YES
COL	dbo	EMPRESA_CONTRATO	CD_CAU_EMPRESA	int	4	10	0	YES	NO						
COL	dbo	EMPRESA_CONTRATO	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	EMPRESA_CONTRATO	CD_CONTRATO	bigint	8	19	0	NO	YES						
COL	dbo	EMPRESA_CONTRATO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	EMPRESA_CONTRATO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	EMPRESA_CONTRATO	NRO_CONTRATO	varchar	100	0	0	YES	NO						
IDX	dbo	EMPRESA_CONTRATO	CD_CONTRATO	bigint	8	19	0	NO	NO	PK_BG_EMPRESA_CONTRATO	CLUSTERED	1	NO	YES	YES
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	CD_AGENCIA	tinyint	1	3	0	NO	NO						
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	CD_EQUIPAMENTO_PROTECAO_INDIVIDUAL	smallint	2	5	0	NO	YES						
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	EQUIPAMENTO_PROTECAO_INDIVIDUAL	varchar	100	0	0	NO	NO						
COL	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	SIGLA	varchar	10	0	0	YES	NO						
IDX	dbo	EQUIPAMENTO_PROTECAO_INDIVIDUAL	CD_EQUIPAMENTO_PROTECAO_INDIVIDUAL	smallint	2	5	0	NO	NO	PK_dbo_EQUIPAMENTO_PROTECAO_INDIVIDUAL	CLUSTERED	1	NO	YES	YES
COL	dbo	EQUIPE_CONSERVACAO	CD_EQUIPE	smallint	2	5	0	NO	YES						
COL	dbo	EQUIPE_CONSERVACAO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	EQUIPE_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	EQUIPE_CONSERVACAO	ID_EQUIPE_SIGECON	varchar	200	0	0	YES	NO						
COL	dbo	EQUIPE_CONSERVACAO	NOME	varchar	500	0	0	NO	NO						
IDX	dbo	EQUIPE_CONSERVACAO	CD_EQUIPE	smallint	2	5	0	NO	NO	PK_dbo_EQUIPE_CONSERVACAO	CLUSTERED	1	NO	YES	YES
COL	dbo	EQUIPE_USUARIO_CONSERVACAO	CD_EQUIPE	smallint	2	5	0	YES	NO						
COL	dbo	EQUIPE_USUARIO_CONSERVACAO	CD_EQUIPE_USUARIO_CONSERVACAO	bigint	8	19	0	NO	YES						
COL	dbo	EQUIPE_USUARIO_CONSERVACAO	CD_STATUS	int	4	10	0	YES	NO						
COL	dbo	EQUIPE_USUARIO_CONSERVACAO	CD_USUARIO	smallint	2	5	0	YES	NO						
IDX	dbo	EQUIPE_USUARIO_CONSERVACAO	CD_EQUIPE_USUARIO_CONSERVACAO	bigint	8	19	0	NO	NO	PK_BG_EQUIPE_USUARIO_CONSERVACAO	CLUSTERED	1	NO	YES	YES
COL	dbo	ESCALA_GLASGLOW	CD_ESCALA_GLASGLOW	tinyint	1	3	0	NO	YES						
COL	dbo	ESCALA_GLASGLOW	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESCALA_GLASGLOW	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESCALA_GLASGLOW	NOME	varchar	1000	0	0	NO	NO						
IDX	dbo	ESCALA_GLASGLOW	CD_ESCALA_GLASGLOW	tinyint	1	3	0	NO	NO	PK_dbo_ESCALA_GLASGLOW	CLUSTERED	1	NO	YES	YES
COL	dbo	ESCALA_TRAUMA	CD_ESCALA_TRAUMA	smallint	2	5	0	NO	YES						
COL	dbo	ESCALA_TRAUMA	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESCALA_TRAUMA	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESCALA_TRAUMA	NOME	varchar	1000	0	0	NO	NO						
IDX	dbo	ESCALA_TRAUMA	CD_ESCALA_TRAUMA	smallint	2	5	0	NO	NO	PK_dbo_ESCALA_TRAUMA	CLUSTERED	1	NO	YES	YES
COL	dbo	ESPECIE_ANIMAL	CD_ESPECIE_ANIMAL	smallint	2	5	0	NO	YES						
COL	dbo	ESPECIE_ANIMAL	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESPECIE_ANIMAL	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESPECIE_ANIMAL	NOME	varchar	100	0	0	NO	NO						
IDX	dbo	ESPECIE_ANIMAL	CD_ESPECIE_ANIMAL	smallint	2	5	0	NO	NO	PK_dbo_ESPECIE_ANIMAL	NONCLUSTERED	1	NO	YES	YES
COL	dbo	ESPECIE_VEICULO	BL_EXIGIR_PESO	bit	1	1	0	NO	NO						
COL	dbo	ESPECIE_VEICULO	CD_ESPECIE_VEICULO	smallint	2	5	0	NO	YES						
COL	dbo	ESPECIE_VEICULO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESPECIE_VEICULO	DENSIDADE	bigint	8	19	0	YES	NO						
COL	dbo	ESPECIE_VEICULO	DESCRICAO	varchar	1000	0	0	NO	NO						
COL	dbo	ESPECIE_VEICULO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESPECIE_VEICULO	QTDE_EIXO	tinyint	1	3	0	YES	NO						
COL	dbo	ESPECIE_VEICULO	SIGLA	varchar	50	0	0	YES	NO						
IDX	dbo	ESPECIE_VEICULO	CD_ESPECIE_VEICULO	smallint	2	5	0	NO	NO	PK_dbo_ESPECIE_VEICULO	CLUSTERED	1	NO	YES	YES
COL	dbo	ESTADO_CONGESTIONAMENTO	CD_AGENCIA	tinyint	1	3	0	NO	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	CD_ESTADO_CONGESTIONAMENTO	smallint	2	5	0	NO	YES						
COL	dbo	ESTADO_CONGESTIONAMENTO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	DH_FIM	datetime	8	23	3	YES	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	DH_INICIO	datetime	8	23	3	YES	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	ESTADO_CONGESTIONAMENTO	varchar	200	0	0	NO	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	MOTIVO	varchar	1000	0	0	YES	NO						
COL	dbo	ESTADO_CONGESTIONAMENTO	SIGLA	varchar	10	0	0	YES	NO						
IDX	dbo	ESTADO_CONGESTIONAMENTO	CD_ESTADO_CONGESTIONAMENTO	smallint	2	5	0	NO	NO	PK_dbo_ESTADO_CONGESTIONAMENTO	CLUSTERED	1	NO	YES	YES
COL	dbo	ESTADO_CONSERVACAO	CD_ESTADO_CONSERVACAO	smallint	2	5	0	NO	YES						
COL	dbo	ESTADO_CONSERVACAO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESTADO_CONSERVACAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESTADO_CONSERVACAO	NOME	varchar	200	0	0	NO	NO						
IDX	dbo	ESTADO_CONSERVACAO	CD_ESTADO_CONSERVACAO	smallint	2	5	0	NO	NO	PK_dbo_ESTADO_CONSERVACAO	NONCLUSTERED	1	NO	YES	YES
COL	dbo	ESTRUTURA_RELATORIO	BL_EXIBIR_PODER_CONCEDENTE	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_EXTRAI_EXCEL	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_EXTRAI_PDF	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_EXTRAI_WORD	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_MAPA_CALOR	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_OUVIDORIA	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_RELATORIO_ESPECIFICO	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_RELATORIO_ESPECIFICO_PDF	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	BL_RELATORIO_ESPECIFICO_WORD	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	CABECALHO	varchar	1000	0	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	CD_AGRUPAMENTO	smallint	2	5	0	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO	CD_RELATORIO	smallint	2	5	0	NO	YES						
COL	dbo	ESTRUTURA_RELATORIO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO	CD_SUBAGRUPAMENTO	varchar	20	0	0	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO	CD_TIPO_RELATORIO	tinyint	1	3	0	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO	NOME	varchar	1000	0	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO	PROCEDURE	varchar	1000	0	0	NO	NO						
IDX	dbo	ESTRUTURA_RELATORIO	CD_RELATORIO	smallint	2	5	0	NO	NO	PK_ESTRUTURA_RELATORIO	CLUSTERED	1	NO	YES	YES
COL	dbo	ESTRUTURA_RELATORIO_PARAMETRO	CD_PARAMETRO	smallint	2	5	0	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO_PARAMETRO	CD_RELATORIO	smallint	2	5	0	YES	NO						
COL	dbo	ESTRUTURA_RELATORIO_PARAMETRO	CD_RELATORIO_PARAMETROS	smallint	2	5	0	NO	YES						
COL	dbo	ESTRUTURA_RELATORIO_PARAMETRO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO_PARAMETRO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	ESTRUTURA_RELATORIO_PARAMETRO	ORDEM	smallint	2	5	0	YES	NO						
IDX	dbo	ESTRUTURA_RELATORIO_PARAMETRO	CD_RELATORIO_PARAMETROS	smallint	2	5	0	NO	NO	PK_dbo_ESTRUTURA_RELATORIO_PARAMETRO	NONCLUSTERED	1	NO	YES	YES
COL	dbo	FATOR_ACIDENTE	CD_CONCESSAO	tinyint	1	3	0	YES	NO						
COL	dbo	FATOR_ACIDENTE	CD_FATOR_ACIDENTE	smallint	2	5	0	NO	YES						
COL	dbo	FATOR_ACIDENTE	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FATOR_ACIDENTE	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	FATOR_ACIDENTE	DESCRICAO	varchar	100	0	0	NO	NO						
COL	dbo	FATOR_ACIDENTE	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
IDX	dbo	FATOR_ACIDENTE	CD_FATOR_ACIDENTE	smallint	2	5	0	NO	NO	PK_dbo_FATOR_ACIDENTE	CLUSTERED	1	NO	YES	YES
COL	dbo	FATOR_GERADOR	CD_FATOR_GERADOR	smallint	2	5	0	NO	YES						
COL	dbo	FATOR_GERADOR	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FATOR_GERADOR	CD_USUARIO_MANIPULADOR	smallint	2	5	0	NO	NO						
COL	dbo	FATOR_GERADOR	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	FATOR_GERADOR	NOME	varchar	80	0	0	NO	NO						
IDX	dbo	FATOR_GERADOR	CD_FATOR_GERADOR	smallint	2	5	0	NO	NO	PK_dbo_FATOR_GERADOR	CLUSTERED	1	NO	YES	YES
COL	dbo	FERIADO	CD_FERIADO	smallint	2	5	0	NO	YES						
COL	dbo	FERIADO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FERIADO	DESCRICAO	varchar	50	0	0	NO	NO						
COL	dbo	FERIADO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	FERIADO	DIA	tinyint	1	3	0	NO	NO						
COL	dbo	FERIADO	MES	tinyint	1	3	0	NO	NO						
IDX	dbo	FERIADO	CD_FERIADO	smallint	2	5	0	NO	NO	PK_dbo_FERIADO	CLUSTERED	1	NO	YES	YES
COL	dbo	FILTROS_EXCLUSIVOS	BL_INFO_COMPLEMENTAR	bit	1	1	0	NO	NO						
COL	dbo	FILTROS_EXCLUSIVOS	CD_FILTROS_EXCLUSIVOS	int	4	10	0	NO	YES						
COL	dbo	FILTROS_EXCLUSIVOS	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FILTROS_EXCLUSIVOS	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	FILTROS_EXCLUSIVOS	NOME	varchar	50	0	0	NO	NO						
COL	dbo	FILTROS_EXCLUSIVOS	SIGLA	varchar	5	0	0	NO	NO						
IDX	dbo	FILTROS_EXCLUSIVOS	CD_FILTROS_EXCLUSIVOS	int	4	10	0	NO	NO	PK_dbo_FILTROS_EXCLUSIVOS	CLUSTERED	1	NO	YES	YES
COL	dbo	FLC_FALE_CONOSCO	BAIRRO	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	FLC_FALE_CONOSCO	CD_PROCESSO	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	CD_TIPO_PROCESSO	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	CEP	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	CIDADE	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	COD_DETALHE	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	COMPLEMENTO	nvarchar	500	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	DESCRICAO	nvarchar	MAX	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	EMAIL	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	EMPRESA	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	ESTADO	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	LOGRADOURO	nvarchar	700	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	NOME	nvarchar	500	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	NUM_DOCUMENTO	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	NUMERO	nvarchar	20	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	PROTOCOLO	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	SEXO	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	STATUS	nvarchar	100	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	TEL_CELULAR	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	TEL_COMERCIAL	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	TEL_RESIDENCIAL	nvarchar	40	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	TEMPORARIO_ARQUIVO	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	TEMPORARIO_NOME_ARQUIVO	nvarchar	400	0	0	YES	NO						
COL	dbo	FLC_FALE_CONOSCO	TIPO_DOCUMENTO	nvarchar	40	0	0	YES	NO						
IDX	dbo	FLC_FALE_CONOSCO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_FLC_FALE_CONOSCO_TENANT	NONCLUSTERED	1	NO	NO	NO
COL	dbo	FLC_LOG	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	FLC_LOG	CD_LOG	bigint	8	19	0	NO	YES						
COL	dbo	FLC_LOG	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	FLC_LOG	OBJ_RECEBIDO	varchar	MAX	0	0	YES	NO						
IDX	dbo	FLC_LOG	CD_LOG	bigint	8	19	0	NO	NO	PK_BG_FLC_LOG	CLUSTERED	1	NO	YES	YES
COL	dbo	FORMULARIO	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	FORMULARIO	CD_FORMULARIO	int	4	10	0	NO	YES						
COL	dbo	FORMULARIO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FORMULARIO	CD_USUARIO_ALTERACAO	smallint	2	5	0	YES	NO						
COL	dbo	FORMULARIO	CD_USUARIO_CRIACAO	smallint	2	5	0	NO	NO						
COL	dbo	FORMULARIO	DATA_ALTERACAO	datetime	8	23	3	YES	NO						
COL	dbo	FORMULARIO	DATA_CRIACAO	datetime	8	23	3	NO	NO						
COL	dbo	FORMULARIO	NOME_ANEXO	varchar	255	0	0	NO	NO						
COL	dbo	FORMULARIO	NOME_FORMULARIO	varchar	255	0	0	NO	NO						
COL	dbo	FORMULARIO	TAMANHO_KB	decimal	9	19	3	NO	NO						
COL	dbo	FORMULARIO	URL_ANEXO	varchar	255	0	0	NO	NO						
IDX	dbo	FORMULARIO	CD_FORMULARIO	int	4	10	0	NO	NO	PK_dbo_FORMULARIO	CLUSTERED	1	NO	YES	YES
COL	dbo	FREQUENCIA	CD_FREQUENCIA	int	4	10	0	NO	YES						
COL	dbo	FREQUENCIA	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FREQUENCIA	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	FREQUENCIA	FREQUENCIA	varchar	100	0	0	NO	NO						
IDX	dbo	FREQUENCIA	CD_FREQUENCIA	int	4	10	0	NO	NO	PK_dbo_FREQUENCIA	CLUSTERED	1	NO	YES	YES
COL	dbo	FUNCAO	BL_ENFERMEIRO	bit	1	1	0	NO	NO						
COL	dbo	FUNCAO	BL_MEDICO	bit	1	1	0	NO	NO						
COL	dbo	FUNCAO	BL_MOTORISTA	bit	1	1	0	NO	NO						
COL	dbo	FUNCAO	BL_RENDICAO	bit	1	1	0	NO	NO						
COL	dbo	FUNCAO	BL_RENDICAO_MEDICO	bit	1	1	0	NO	NO						
COL	dbo	FUNCAO	CD_FUNCAO	smallint	2	5	0	NO	YES						
COL	dbo	FUNCAO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FUNCAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	FUNCAO	FUNCAO	varchar	100	0	0	NO	NO						
COL	dbo	FUNCAO	SIGLA	varchar	100	0	0	YES	NO						
IDX	dbo	FUNCAO	CD_FUNCAO	smallint	2	5	0	NO	NO	PK_FUNCAO	CLUSTERED	1	NO	YES	YES
COL	dbo	FUNCIONALIDADE_CONCESSAO	BL_AUTORIZADO	bit	1	1	0	NO	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	BL_STATUS	bit	1	1	0	NO	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	CD_FUNCIONALIDADE	smallint	2	5	0	NO	YES						
COL	dbo	FUNCIONALIDADE_CONCESSAO	CD_MODULO	int	4	10	0	NO	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	CODIGO	varchar	30	0	0	YES	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	DESCRICAO	varchar	300	0	0	YES	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	ELEMENTO	varchar	30	0	0	YES	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	FUNCIONALIDADE	varchar	80	0	0	NO	NO						
COL	dbo	FUNCIONALIDADE_CONCESSAO	GRUPO_SELECAO_UNICA	varchar	50	0	0	YES	NO						
IDX	dbo	FUNCIONALIDADE_CONCESSAO	CD_FUNCIONALIDADE	smallint	2	5	0	NO	NO	IX_FC_CD_FUNCIONALIDADE	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	FUNCIONALIDADE_CONCESSAO	CD_FUNCIONALIDADE	smallint	2	5	0	NO	NO	PK_FUNCIONALIDADE_CONCESSAO	CLUSTERED	1	NO	YES	YES
IDX	dbo	FUNCIONALIDADE_CONCESSAO	CODIGO	varchar	30	0	0	YES	NO	UNQ_FUNC_CONCESSAO_CODIGO	NONCLUSTERED	1	NO	NO	YES
COL	dbo	FUNCIONARIO	AREA	varchar	500	0	0	YES	NO						
COL	dbo	FUNCIONARIO	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	FUNCIONARIO	CD_FUNCIONARIO	int	4	10	0	NO	YES						
COL	dbo	FUNCIONARIO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	FUNCIONARIO	CNH	varchar	30	0	0	YES	NO						
COL	dbo	FUNCIONARIO	COREM	varchar	50	0	0	YES	NO						
COL	dbo	FUNCIONARIO	CRM	varchar	50	0	0	YES	NO						
COL	dbo	FUNCIONARIO	DESCRICAO	varchar	200	0	0	YES	NO						
COL	dbo	FUNCIONARIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	FUNCIONARIO	DH_VENCIMENTO	datetime	8	23	3	YES	NO						
COL	dbo	FUNCIONARIO	FUNCAO	varchar	200	0	0	YES	NO						
COL	dbo	FUNCIONARIO	MATRICULA	varchar	50	0	0	YES	NO						
COL	dbo	FUNCIONARIO	NOME	varchar	100	0	0	NO	NO						
COL	dbo	FUNCIONARIO	TELEFONE	varchar	20	0	0	YES	NO						
IDX	dbo	FUNCIONARIO	CD_FUNCIONARIO	int	4	10	0	NO	NO	PK_dbo_FUNCIONARIO	CLUSTERED	1	NO	YES	YES
COL	dbo	FUNCIONARIO_FUNCAO	CD_FUNCAO	smallint	2	5	0	YES	NO						
COL	dbo	FUNCIONARIO_FUNCAO	CD_FUNCIONARIO	int	4	10	0	YES	NO						
COL	dbo	FUNCIONARIO_FUNCAO	CD_FUNCIONARIO_FUNCAO	bigint	8	19	0	NO	YES						
COL	dbo	FUNCIONARIO_FUNCAO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	FUNCIONARIO_FUNCAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
IDX	dbo	FUNCIONARIO_FUNCAO	CD_FUNCIONARIO_FUNCAO	bigint	8	19	0	NO	NO	PK_BG_FUNCIONARIO_FUNCAO	CLUSTERED	1	NO	YES	YES
COL	dbo	GALERIA	CD_AGENCIA	tinyint	1	3	0	YES	NO						
COL	dbo	GALERIA	CD_GALERIA	int	4	10	0	NO	YES						
COL	dbo	GALERIA	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	GALERIA	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	GALERIA	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	GALERIA	NOME	varchar	100	0	0	YES	NO						
COL	dbo	GALERIA	NOME_PASTA	varchar	50	0	0	YES	NO						
IDX	dbo	GALERIA	CD_GALERIA	int	4	10	0	NO	NO	PK_dbo_GALERIA	CLUSTERED	1	NO	YES	YES
COL	dbo	GALERIA_IMAGEM	CD_CONCESSAO	tinyint	1	3	0	NO	NO						
COL	dbo	GALERIA_IMAGEM	CD_GALERIA	int	4	10	0	YES	NO						
COL	dbo	GALERIA_IMAGEM	CD_GALERIA_IMAGEM	bigint	8	19	0	NO	YES						
COL	dbo	GALERIA_IMAGEM	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	GALERIA_IMAGEM	CD_USUARIO	smallint	2	5	0	YES	NO						
COL	dbo	GALERIA_IMAGEM	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	GALERIA_IMAGEM	NOME	varchar	100	0	0	YES	NO						
COL	dbo	GALERIA_IMAGEM	URL_IMAGEM	varchar	500	0	0	YES	NO						
IDX	dbo	GALERIA_IMAGEM	CD_GALERIA_IMAGEM	bigint	8	19	0	NO	NO	PK_BG_GALERIA_IMAGEM	CLUSTERED	1	NO	YES	YES
COL	dbo	GENERO_ANIMAL	CD_AGENCIA	tinyint	1	3	0	NO	NO						
COL	dbo	GENERO_ANIMAL	CD_GENERO_ANIMAL	tinyint	1	3	0	NO	YES						
COL	dbo	GENERO_ANIMAL	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	GENERO_ANIMAL	DH_TIMESTAMP	datetime	8	23	3	NO	NO						
COL	dbo	GENERO_ANIMAL	NOME	varchar	100	0	0	NO	NO						
