RecordType	TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity	IndexName	IndexType	KeyOrdinal	IsIncluded	IsPrimaryKey	IsUnique
IDX	dbo	ATIVIDADE_HISTORICO	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_ATIVIDADE_HISTORICO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVIDADE_HISTORICO	CD_AGENCIA	nvarchar	32	0	0	YES	NO	IX_ATIVIDADE_HISTORICO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
COL	dbo	ATIVIDADE_OBRA	ATIVIDADE	varchar	100	0	0	YES	NO						
COL	dbo	ATIVIDADE_OBRA	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_OBRA	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	ATIVIDADE_OBRA	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ATIVIDADE_OBRA	CD_TIPO_OBRA	int	4	10	0	NO	YES						
COL	dbo	ATIVIDADE_OBRA	CODIGO	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_OBRA	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
IDX	dbo	ATIVIDADE_OBRA	CD_CONCESSAO	int	4	10	0	NO	NO	IX_ATIVIDADE_OBRA_TENANT	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVIDADE_OBRA	CD_CONCESSAO	int	4	10	0	NO	NO	IX_ATIVIDADE_OBRA_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVIDADE_OBRA	CD_AGENCIA	int	4	10	0	YES	NO	IX_ATIVIDADE_OBRA_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	ATIVIDADE_OBRA	CD_TIPO_OBRA	int	4	10	0	NO	NO	PK_ATIVIDADE_OBRA	CLUSTERED	1	NO	YES	YES
COL	dbo	ATIVIDADE_TIPO_RECURSO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	CD_ATIVIDADE_TIPO_RECURSO	int	4	10	0	NO	YES						
COL	dbo	ATIVIDADE_TIPO_RECURSO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	CD_TIPO_RECURSO	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	ID_ATIVIDADE_TIPO_RECURSO_PK	int	4	10	0	NO	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO	PREFIXO	varchar	100	0	0	YES	NO						
IDX	dbo	ATIVIDADE_TIPO_RECURSO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_ATIVIDADE_TIPO_RECURSO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVIDADE_TIPO_RECURSO	CD_AGENCIA	int	4	10	0	YES	NO	IX_ATIVIDADE_TIPO_RECURSO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	ATIVIDADE_TIPO_RECURSO	ID_ATIVIDADE_TIPO_RECURSO_PK	int	4	10	0	NO	NO	PK_dbo_ATIVIDADE_TIPO_RECURSO	CLUSTERED	1	NO	YES	YES
IDX	dbo	ATIVIDADE_TIPO_RECURSO	CD_CONCESSAO	int	4	10	0	NO	NO	UQ_dbo_ATIVIDADE_TIPO_RECURSO_LEGACY_TENANT_KEY	NONCLUSTERED	1	NO	NO	YES
IDX	dbo	ATIVIDADE_TIPO_RECURSO	CD_ATIVIDADE_TIPO_RECURSO	int	4	10	0	NO	NO	UQ_dbo_ATIVIDADE_TIPO_RECURSO_LEGACY_TENANT_KEY	NONCLUSTERED	2	NO	NO	YES
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_AGENCIA	nvarchar	32	0	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_ATIVIDADE_TIPO_RECURSO	int	4	10	0	NO	YES						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_CONCESSAO	nvarchar	64	0	0	NO	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_TIPO_RECURSO	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	PREFIXO	varchar	100	0	0	YES	NO						
IDX	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_ATIVIDADE_TIPO_RECURSO_BKP_15092023_TENANT	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_CONCESSAO	nvarchar	64	0	0	NO	NO	IX_ATIVIDADE_TIPO_RECURSO_BKP_15092023_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_AGENCIA	nvarchar	32	0	0	YES	NO	IX_ATIVIDADE_TIPO_RECURSO_BKP_15092023_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_ATIVIDADE_TIPO_RECURSO	int	4	10	0	NO	NO	PK_ATIVIDADE_TIPO_RECURSO_BKP_15092023	CLUSTERED	1	NO	YES	YES
COL	dbo	ATIVO	ALIAS	varchar	100	0	0	YES	NO						
COL	dbo	ATIVO	BL_ATUALIZADO_SERVICO	bit	1	1	0	YES	NO						
COL	dbo	ATIVO	BL_CONTRATO	bit	1	1	0	YES	NO						
COL	dbo	ATIVO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	ATIVO	CD_ATIVO	int	4	10	0	NO	YES						
COL	dbo	ATIVO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	ATIVO	CD_SERVIDOR	int	4	10	0	YES	NO						
COL	dbo	ATIVO	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ATIVO	CD_STATUS_ATIVO	int	4	10	0	YES	NO						
COL	dbo	ATIVO	CD_SUBTIPO_ATIVO	int	4	10	0	YES	NO						
COL	dbo	ATIVO	CD_TIPO_ATIVO	int	4	10	0	YES	NO						
COL	dbo	ATIVO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO						
COL	dbo	ATIVO	COD_ATIVO_SINOTICO	varchar	20	0	0	YES	NO						
COL	dbo	ATIVO	CODIGO_ATIVO	varchar	50	0	0	YES	NO						
COL	dbo	ATIVO	DH_ALTERACAO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_FIM	datetime2	8	27	7	NO	NO						
COL	dbo	ATIVO	DH_INICIO	datetime2	8	27	7	NO	NO						
COL	dbo	ATIVO	DH_PROBLEMA_FIM	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_PROBLEMA_INICIO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_REPORTADO_INATIVO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_ULTIMA_ATUALIZACAO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_ULTIMO_DADO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_ULTIMO_ERRO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	DH_ULTIMO_FUNCIONAMENTO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO	ERRO	varchar	300	0	0	YES	NO						
COL	dbo	ATIVO	IP	varchar	50	0	0	YES	NO						
COL	dbo	ATIVO	KM	varchar	7000	0	0	YES	NO						
COL	dbo	ATIVO	LATITUDE	decimal	9	18	14	YES	NO						
COL	dbo	ATIVO	LONGITUDE	decimal	9	18	14	YES	NO						
COL	dbo	ATIVO	METROS	int	4	10	0	YES	NO						
COL	dbo	ATIVO	MUNICIPIO	varchar	100	0	0	YES	NO						
COL	dbo	ATIVO	NOME	varchar	50	0	0	YES	NO						
COL	dbo	ATIVO	OBS_LOCALIZACAO	varchar	500	0	0	YES	NO						
COL	dbo	ATIVO	PROPRIEDADE	varchar	4000	0	0	YES	NO						
COL	dbo	ATIVO	RA	varchar	200	0	0	YES	NO						
COL	dbo	ATIVO	RODOVIA	varchar	50	0	0	YES	NO						
COL	dbo	ATIVO	SENTIDO	varchar	50	0	0	YES	NO						
COL	dbo	ATIVO	TELEMETRIA_CONVERTIDA	varchar	8000	0	0	YES	NO						
COL	dbo	ATIVO	TELEMETRIA_CONVERTIDA_MASCARA	varchar	8000	0	0	YES	NO						
COL	dbo	ATIVO	TELEMETRIA_ORIGINAL	varchar	8000	0	0	YES	NO						
IDX	dbo	ATIVO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_ATIVO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVO	CD_AGENCIA	int	4	10	0	YES	NO	IX_ATIVO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	ATIVO	CD_ATIVO	int	4	10	0	NO	NO	PK_dbo_ATIVO	CLUSTERED	1	NO	YES	YES
COL	dbo	ATIVO_COMPONENTE	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	ATIVO_COMPONENTE	CD_ATIVO_COMPONENTE	int	4	10	0	NO	YES						
COL	dbo	ATIVO_COMPONENTE	CD_COMPONENTE	int	4	10	0	NO	NO						
COL	dbo	ATIVO_COMPONENTE	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	ATIVO_COMPONENTE	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	ATIVO_COMPONENTE	COD_ATIVO_SINOTICO	varchar	20	0	0	NO	NO						
COL	dbo	ATIVO_COMPONENTE	DH_ALTERACAO	datetime	8	23	3	YES	NO						
COL	dbo	ATIVO_COMPONENTE	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
IDX	dbo	ATIVO_COMPONENTE	CD_CONCESSAO	int	4	10	0	NO	NO	IX_ATIVO_COMPONENTE_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	ATIVO_COMPONENTE	CD_AGENCIA	int	4	10	0	YES	NO	IX_ATIVO_COMPONENTE_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	ATIVO_COMPONENTE	CD_ATIVO_COMPONENTE	int	4	10	0	NO	NO	PK_dbo_ATIVO_COMPONENTE	CLUSTERED	1	NO	YES	YES
COL	dbo	BASE	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BASE	CD_BASE	int	4	10	0	NO	YES						
COL	dbo	BASE	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BASE	CD_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	BASE	CD_SENTIDO	int	4	10	0	YES	NO						
COL	dbo	BASE	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	BASE	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	BASE	KM_METRO	decimal	9	18	3	YES	NO						
COL	dbo	BASE	LATITUDE	decimal	9	18	9	YES	NO						
COL	dbo	BASE	LONGITUDE	decimal	9	18	9	YES	NO						
COL	dbo	BASE	NOME	varchar	200	0	0	NO	NO						
IDX	dbo	BASE	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BASE_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BASE	CD_AGENCIA	int	4	10	0	YES	NO	IX_BASE_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BASE	CD_BASE	int	4	10	0	NO	NO	PK_BASE_IDONLY	CLUSTERED	1	NO	YES	YES
IDX	dbo	BASE	CD_CONCESSAO	int	4	10	0	NO	NO	UQ_BASE_LEGACY_TENANT	NONCLUSTERED	1	NO	NO	YES
IDX	dbo	BASE	CD_BASE	int	4	10	0	NO	NO	UQ_BASE_LEGACY_TENANT	NONCLUSTERED	2	NO	NO	YES
COL	dbo	BASE_OPERACIONAL	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	CD_BASE_OPERACIONAL	int	4	10	0	NO	YES						
COL	dbo	BASE_OPERACIONAL	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BASE_OPERACIONAL	CD_REDE	int	4	10	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	CD_RODOVIA	int	4	10	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	CD_SENTIDO	int	4	10	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	BASE_OPERACIONAL	ICONE	varchar	1000	0	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	ID_BASE_OPERACIONAL_PK	int	4	10	0	NO	NO						
COL	dbo	BASE_OPERACIONAL	KM	decimal	9	10	2	YES	NO						
COL	dbo	BASE_OPERACIONAL	KM_INFLUENCIA_FIM	int	4	10	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	KM_INFLUENCIA_INICIAL	int	4	10	0	YES	NO						
COL	dbo	BASE_OPERACIONAL	LATITUDE	decimal	9	18	14	YES	NO						
COL	dbo	BASE_OPERACIONAL	LONGITUDE	decimal	9	18	14	YES	NO						
COL	dbo	BASE_OPERACIONAL	METRO	decimal	9	10	2	YES	NO						
COL	dbo	BASE_OPERACIONAL	NOME	varchar	200	0	0	YES	NO						
IDX	dbo	BASE_OPERACIONAL	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BASE_OPERACIONAL_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BASE_OPERACIONAL	CD_AGENCIA	int	4	10	0	YES	NO	IX_BASE_OPERACIONAL_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BASE_OPERACIONAL	ID_BASE_OPERACIONAL_PK	int	4	10	0	NO	NO	PK_dbo_BASE_OPERACIONAL	CLUSTERED	1	NO	YES	YES
IDX	dbo	BASE_OPERACIONAL	CD_CONCESSAO	int	4	10	0	NO	NO	UQ_dbo_BASE_OPERACIONAL_LEGACY_TENANT_KEY	NONCLUSTERED	1	NO	NO	YES
IDX	dbo	BASE_OPERACIONAL	CD_BASE_OPERACIONAL	int	4	10	0	NO	NO	UQ_dbo_BASE_OPERACIONAL_LEGACY_TENANT_KEY	NONCLUSTERED	2	NO	NO	YES
COL	dbo	BASE_RELATORIO_INSPECAO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	DT	datetime	8	23	3	YES	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	ID	int	4	10	0	YES	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	LATITUDE	decimal	9	10	7	YES	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	LONGITUDE	decimal	9	10	7	YES	NO						
COL	dbo	BASE_RELATORIO_INSPECAO	NOME	varchar	20	0	0	YES	NO						
IDX	dbo	BASE_RELATORIO_INSPECAO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BASE_RELATORIO_INSPECAO_TENANT	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BASE_RELATORIO_INSPECAO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BASE_RELATORIO_INSPECAO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BASE_RELATORIO_INSPECAO	CD_AGENCIA	int	4	10	0	YES	NO	IX_BASE_RELATORIO_INSPECAO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
COL	dbo	BATALHAO_POLICIA	BATALHAO	varchar	100	0	0	YES	NO						
COL	dbo	BATALHAO_POLICIA	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BATALHAO_POLICIA	CD_BATALHAO	int	4	10	0	NO	YES						
COL	dbo	BATALHAO_POLICIA	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BATALHAO_POLICIA	CD_STATUS	bit	1	1	0	YES	NO						
COL	dbo	BATALHAO_POLICIA	CIA	varchar	100	0	0	YES	NO						
COL	dbo	BATALHAO_POLICIA	DH_TIMESTAMP	datetime	8	23	3	YES	NO						
COL	dbo	BATALHAO_POLICIA	KM_FIM	decimal	5	7	3	YES	NO						
COL	dbo	BATALHAO_POLICIA	KM_INICIO	decimal	5	7	3	YES	NO						
COL	dbo	BATALHAO_POLICIA	RODOVIA	varchar	100	0	0	YES	NO						
IDX	dbo	BATALHAO_POLICIA	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BATALHAO_POLICIA_TENANT	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BATALHAO_POLICIA	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BATALHAO_POLICIA_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BATALHAO_POLICIA	CD_AGENCIA	int	4	10	0	YES	NO	IX_BATALHAO_POLICIA_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BATALHAO_POLICIA	CD_BATALHAO	int	4	10	0	NO	NO	PK_BATALHAO_POLICIA	CLUSTERED	1	NO	YES	YES
COL	dbo	BOLETIM_CLIMA	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_CLIMA	CD_CLIMA	int	4	10	0	NO	YES						
COL	dbo	BOLETIM_CLIMA	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_CLIMA	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	BOLETIM_CLIMA	CD_USUARIO_ALTERACAO	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_CLIMA	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_CLIMA	DATA_CRIACAO	datetime	8	23	3	NO	NO						
COL	dbo	BOLETIM_CLIMA	NOME	varchar	200	0	0	NO	NO						
IDX	dbo	BOLETIM_CLIMA	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BOLETIM_CLIMA_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BOLETIM_CLIMA	CD_AGENCIA	int	4	10	0	YES	NO	IX_BOLETIM_CLIMA_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BOLETIM_CLIMA	CD_CLIMA	int	4	10	0	NO	NO	PK_dbo_BOLETIM_CLIMA	CLUSTERED	1	NO	YES	YES
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_BOLETIM_CONFIGURACAO_ALERTA	int	4	10	0	NO	YES						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_USUARIO_ALTERACAO	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	DATA_CRIACAO	datetime	8	23	3	NO	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	DATA_ULTIMO_ENVIO	datetime	8	23	3	YES	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	HORA_FIM	datetime	8	23	3	YES	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	HORA_INICIO	datetime	8	23	3	YES	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	MINUTO_ALERTA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_CONFIGURACAO_ALERTA	NOME	varchar	200	0	0	NO	NO						
IDX	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BOLETIM_CONFIGURACAO_ALERTA_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_AGENCIA	int	4	10	0	YES	NO	IX_BOLETIM_CONFIGURACAO_ALERTA_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_BOLETIM_CONFIGURACAO_ALERTA	int	4	10	0	NO	NO	PK_dbo_BOLETIM_CONFIGURACAO_ALERTA	CLUSTERED	1	NO	YES	YES
COL	dbo	BOLETIM_DESTINATARIO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_DESTINATARIO	CD_BOLETIM_DESTINATARIO	int	4	10	0	NO	YES						
COL	dbo	BOLETIM_DESTINATARIO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_DESTINATARIO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	BOLETIM_DESTINATARIO	CD_USUARIO_ALTERACAO	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_DESTINATARIO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_DESTINATARIO	DATA_CRIACAO	datetime	8	23	3	NO	NO						
COL	dbo	BOLETIM_DESTINATARIO	DESTINATARIO	varchar	200	0	0	NO	NO						
COL	dbo	BOLETIM_DESTINATARIO	EMAIL	varchar	200	0	0	NO	NO						
IDX	dbo	BOLETIM_DESTINATARIO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BOLETIM_DESTINATARIO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BOLETIM_DESTINATARIO	CD_AGENCIA	int	4	10	0	YES	NO	IX_BOLETIM_DESTINATARIO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BOLETIM_DESTINATARIO	CD_BOLETIM_DESTINATARIO	int	4	10	0	NO	NO	PK_dbo_BOLETIM_DESTINATARIO	CLUSTERED	1	NO	YES	YES
COL	dbo	BOLETIM_TRANSITO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO	CD_BOLETIM_TRANSITO	int	4	10	0	NO	YES						
COL	dbo	BOLETIM_TRANSITO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO	CD_LOTE	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO	DATA_ALTERACAO	datetime	8	23	3	YES	NO						
COL	dbo	BOLETIM_TRANSITO	DATA_CRIACAO	datetime	8	23	3	NO	NO						
COL	dbo	BOLETIM_TRANSITO	DATA_INICIO	datetime	8	23	3	NO	NO						
IDX	dbo	BOLETIM_TRANSITO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BOLETIM_TRANSITO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BOLETIM_TRANSITO	CD_AGENCIA	int	4	10	0	YES	NO	IX_BOLETIM_TRANSITO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BOLETIM_TRANSITO	CD_BOLETIM_TRANSITO	int	4	10	0	NO	NO	PK_dbo_BOLETIM_TRANSITO	CLUSTERED	1	NO	YES	YES
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_DESTINATARIO	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_TRANSITO	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_TRANSITO_DESTINATARIO	int	4	10	0	NO	YES						
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO_DESTINATARIO	DATA_CRIACAO	datetime	8	23	3	NO	NO						
IDX	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BOLETIM_TRANSITO_DESTINATARIO_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_AGENCIA	int	4	10	0	YES	NO	IX_BOLETIM_TRANSITO_DESTINATARIO_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
IDX	dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_TRANSITO_DESTINATARIO	int	4	10	0	NO	NO	PK_dbo_BOLETIM_TRANSITO_DESTINATARIO	CLUSTERED	1	NO	YES	YES
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CAMINHO	varchar	250	0	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CD_AGENCIA	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CD_BOLETIM_TRANSITO	int	4	10	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CD_BOLETIM_TRANSITO_IMAGEM	int	4	10	0	NO	YES						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CD_CONCESSAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CD_STATUS	bit	1	1	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	DATA_CRIACAO	datetime	8	23	3	NO	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	NOME	varchar	250	0	0	YES	NO						
COL	dbo	BOLETIM_TRANSITO_IMAGEM	TAMANHO_KB	decimal	9	19	3	YES	NO						
IDX	dbo	BOLETIM_TRANSITO_IMAGEM	CD_CONCESSAO	int	4	10	0	NO	NO	IX_BOLETIM_TRANSITO_IMAGEM_TENANT_AGENCIA	NONCLUSTERED	1	NO	NO	NO
IDX	dbo	BOLETIM_TRANSITO_IMAGEM	CD_AGENCIA	int	4	10	0	YES	NO	IX_BOLETIM_TRANSITO_IMAGEM_TENANT_AGENCIA	NONCLUSTERED	2	NO	NO	NO
